,type,title,fuction,img,url
646,팥,연두채,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGlRUVFVHAM6Y8xlpapwQ083fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=GihgXnjHipUGpqzCHNhxjknIqzeHSOangdcisGukBzTZHrdUQDzRfxMggHFXxHtXppKTDoAJdocpzDrXSPVGzIjCOfFPVXlSkJAs
647,참깨,건백,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI3kZnkUMODjWgMJeQSqdGs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=KMKPwWMdknuMQGwvnaAPaBRQpoQJpQWCxJUuXYAGKQoibwLmSnbpAyOxMLzvRhBlufcBdfQpflTGryColByxJBgWuULebPVGtTHJ
648,참깨,중모5005,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDoJJNaCcgJxmg00Ng8312M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=xbCdXublbrkDPoYxhRlQrbPrYZglDfwTilnsfcXNuJByrEMufMHelmoifaFXqZyBAdAAOJzxLMqXwvpmTuiKMAWzmzQpCBrgQzlR
649,들깨,다미,"다수량성, 재배안정성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=CUVjowdMbDhyPGDAyJVWHnJfxHNTokeacmiPtnpIHYkVhiFXDWfjMtByhajVyLEAwJgmIOqtFvMXcAcxpKMBuifyaEfBwXtHFwrc
650,들깨,들샘,"가공적성, 다수량성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0D2mmwD125vS71pl2P76@M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=cEKWvMOMqkpbzrUvVRooNoDiQJJVmxGagmKLNlirZosoGiniopZFGqPtGNIeckNNPFUwbQpvXSnqxxajamAXfJouONQFUpnwWwDw
651,땅콩,화선,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvrwzUUmiyMM6b9n81iv@iR83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=dukKkXKMAJUJNoMDEavyGBgsjYfiFTyTjNaJLMpgnvFbrFAHPBsNnREdMjHYaooebhNbnzgJTkjoEriyWVjNAtUFgRXiWKBmbLmi
652,땅콩,단원,"다수량성, 흰비단병 저항성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lva/abDS/5R5Zvl6PNnkCZOM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=IWtIPCjYYJZvHBCdeAaIaBnCtctNGXceNvvwAFWzGbmMzMiyxSqTdHcpCeTtgUBqAoDvwnrnCrZBoPmQJBvjNcKZVxefMuorRXod
653,땅콩,케이올,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1Y/ZDo4NeWCiaewD4oRqDM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=OGIZHCoRqIMkGKxZEHpOryPSJfTCUgJBwztVQHmdtvKjTsEefJMBvlLlYlfLCyfxbUcpciMXhaSzBEpwUsJLfDytxQlxCuLJlNRe
654,수수,소담찰,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0UxzRiL/nnCRnSEfcNqYR83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=YdPQtfbiGRBpDXqFENrJqUqSJGQclzMEEzmkhVPPbzVRqGwFaoyupdbVztKMFSfcpNgxwSYHaTNBJvsohssBhvKvhJappROiDzgG
655,수수,중모4002,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvamxCMMlUM4i0Q3vy7som083fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=jVXkmzrzALBsMStAzPKjTdFBrtqbQGQrEuepFbqUfAOdgTLfjbFhJEviuelglFTaRPQkbtZqiZdwImMVGVuQLfjHqZsDtCaRdvjO
656,조,다황메,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@xn5tNwxCyWtuYh1nW2E4M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=KHkCQfTFvLbKfCsMHDknxOzLvpEnkRQZHaZPfrfYBmtDUUZHDPExyLtDnxQgkjYZcrPyPKQngZUIcHAoZzBSAbCjBCLnrnvLDoDE
657,유채,해안,다수량성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=zrivtagAFMqgqczmLFqWLzZlDNaNTCrIokmLHWManFCSPVAQpyjJBCrphLKDRQBBnqkJgEIwyJayWOyxbymzhsohMYAnCyWAvPIj
658,에너지용 유채,중모7002,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvwyilF26Cnz01TJqPxWumFs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=IFexcOYGOvDZTiZgWgluAjXZIvdctHuxYdVeARytokojiRyGhgHOsiJhJiYkjrVsXnrSnsIhCqUkTCzeTzOQqiEdkXQRWpWFKXGO
659,딸기,열하,"가공적성, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYdc5jOtaOXIKIPXAVTBS8M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=kUZVyzbpXkwHlsDejAOrGQgNuqfOUEnqlNOXKzptAchGWJqGJdyxTERgtdfPnHIExYaxnKEPWXUYJvXLkoUJEAvyrUUdKoLEUJST
660,일반벼,보드라미,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvFcvDPe7zBT6fy3rPfiBBPM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=npEtuexWikqLTymLlspGCdCMWrnDmrYuEYxlytdqtPWsoHPKtXiqOaQFmoqYsqIAdPLOqhvqLKwIwgUDpCoAXqSUIENCdqfmEqoH
661,일반벼,미소미(Misomi),"식미, 식은밥 적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/0opB0rwQSyvq5jDrj9thM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=SzmnpfBHLQOPgHXONvvdKuIwodYdGQQMqLEWwUAIpxCXgxMIRlJvYEaOWoMeYOeNSaxAJNDTNTvLjAPQLdOwvrDewvVnAlPguFry
662,일반벼,진옥,내병성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4xNU9WNTDZAPp4R0t/mN2c3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=hhuStbKGTVXKWZvOGtJkiwKkXpKlRZIEMPNTfuHVkwDVcDCgSolWAEvrbZgiqMyrkFjgYHJxytRschskESMrJphVpxSZMyeDgueB
663,일반벼,해품,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvF9e9OdIaHAcB5o@3RN1ev83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=CpXskeDqVkcNBuYTmiQZkaTJhgBscJxGNlOPrCBdlovkMYZfmOAFnNnIQryLcHwXirbJweGshACylKECghwpAYaweGLXGDuDvoVb
664,특수미,도담쌀,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvG06AQMSZz/SeTSttINNe083fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ghuVivGkmhCotUuezDMoPmBhSCoSqPmZLyLBCTSFXomhhtWbsBzEmHrfiMjPmGfEYwfYfETxQSLnMhOOztojqhVFTmZwWpFKoIdY
665,일반벼,신보,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvEaZt1va2BP18aa4kY73nQc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=WieiEOsceRACdKKIAZmGihPYGxASbPMSKlOOvZSiVngQbtcXTUiwnIrTbDtTNmVDnLZNURqYPIlxJtsuKfaGnqqLBFndesZIWdyt
666,일반벼,아세미(Asemi),"광지역적응성, 열대자포니카, 식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvv14bM6/IExeWwUDfso28N83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=iDeDArbtrxHzLULgIwBszuHGTYVSVCYCpEpXovEsRwuAnAdWFNpNMsyosSKJHeGdzmXxXdkVMCBzuuLmSbXCfkgwZJYdnRCrGQxP
667,일반벼,중모1031,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv899Ez1XEI0M2jZjZVbzOd83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=heFEBNNgkRkVNKpiqJbVvJSsOzQQBAahReDtqIwNMkmpSnELCtduTivEXCVLJGlFVBIfzpiIbcETnrNEuKZRKjqYtJGHGQDscesm
668,일반벼,중모1035,내병성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@EzSvvTxv@tZ2CuOpjOu983fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=AmQTSZcPzrmodDOsgsubbqYkvbgGiazHwJRUFHdmYQdkjkWcQFXaEMwmjmTryDYbmPidfQkSGWMcFaZairHPSsxdgXwytJmSTCHz
669,일반벼,중모1032,극단기성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4VK7KKI14j9khfAuvDJICs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ctEyJqMeVImzJAXAtSalhxKVKQFyZpBhKzgvLPBRuWMDDDBAxmZSoqjNvJQuJyXDwZipqmMFLAtLOdLjszWpxesvTwOgzHDWqtpA
670,일반벼,중모1034,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvF2SSfyflLd2gOKBVPpqDgM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=oCDOkJzVjRyNtEVWzTCJqgoUDqFTcWcuoIPwGygHkeNfguVkQpxRpjbEjARQBjIsrKpRXDKrFdNoJQLmCtGtCQwBMMddHHZbfydf
671,특수미,중모1036,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvFPzhjyE/g1woHfpH/B1as3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=gmtENppDdoObOloeHbgMkxqjfjSjyCjALDsRzqXcYUTlcxWcgpQotlorPYKycUavvuvFbhXsgjnBQXWgKrouvQrXOnczBSeCULhb
672,일반벼,중모1033(Jungmo1033),"식미, 자광도 활용, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvPLU2NKyZhKWxw89ccPfeJ83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=tnoUhjQXFRHyZtxPlHQzWuxCSHRQlrRvxJTEFDdfcynQTKgKlnOrehANqeIoVvnPwBkfSdYjsjsRHxwTTzPhENuOtLkacFpudVEg
673,표고버섯,농진고,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv8xABVNaZ6WWWBpow6QEDPs3fCBe83GYJtr@G9Xgc/x4!, 
674,팽이버섯,한솔,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9vCT/ZFP4dArGP/KXM0mwc3fCBe83GYJtr@G9Xgc/x4!, 
675,팽이버섯,백중,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvrUgQMf2kGbNMjPaEXGgSiM3fCBe83GYJtr@G9Xgc/x4!, 
676,지황,황강,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvlsegdOxKZH1ryChngTEPbM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=qRoLBVPlgsAQPVlwJuMrlUGTTHoZqFFkgXpXInEQyUPpcexvoQQBcoofqfzCosrktkbzoVvXowgcqJekSQlYDFmDyzmLKMCkkKqG
677,인삼,고원,"건강기능성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvd7iUdFGYs9vzOFnPC74x@s3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=mGCSrxxQQoxUrNGgUdfahcXsAnibiSFOWfExEpmoCZwMfNCblrlgYXtAcRqENfktFzigpMunHWjGwUhFLOuZMJkcNqBUULGLOrMp
678,"참다래(키위,다래)",감록,"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvFAXgRK2Txi04WAJ5P8QNZ83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=sXdMaBRrhhYNQMilWiMBZWGXNTmXfNOlOXJsWHPHtqAokkfuwLxbuJEYjUsclhzhoLXMtmWrafQBHOunpFSaoNhFTCjHEGoMzrFk
679,매실,연지,내병성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzj5h3B4VhvNkGu1hgI3JPM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=gLsdHdLgBvfctQWzutRyhzxUlPKUVwAiAlUqQljokoGYlROXiGSnacihasOvRBZEIJSUxFfVZHLLLwYrAdSOdHlJJRRlNCPHaWya
680,자두,써니퀸(Sunny Queen),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvxGoLzkz3b37nI9h0EtcLQc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=xyIiaZcLCwqeOuasSjHmVgvzOuGyDMUWoQkalKHEfPGfQKhwOEyHwIHocwbWWKttkhwSFeuKlwpIavfAKVjeZskwJyHGDiGgiIms
681,복숭아,황후(Hwanghoo),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqjhkZTQX5V3w@t5Qr2I7Qs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=pxnUCTclNKONeGVAqnFMuBqkonOcHCsInvzzAfFpdUgstFInJZSCfLHqOGARRvAnZQtSgcpKyXhXTosRIPXTdDPYEwDOlDtqLfhi
682,포도,홍주씨들리스(Hongju Seedless),"건강기능성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvElKT92QkgCn3uxTiraYWlc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=IOZhIpgBZfXveCDFoFmrsptpFTvzPpdhKTIGslFvosUemqluWfgrvmqBjwlTBJsoXhRFAqGTUFpMeyroLhyyGxVLIIrxCJkWWwbz
683,애기사과,데코벨,열매 관상용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvc1EUxdqkFtoNES5ITUA@Cc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=SrmNVntktLZitLLHJAATwZsTjcGGouMCEnocDybudwJEXyRJInYJYmsXSOVwyjkQETbBKEihRTMMhNehUsrjtItNakdhIFJrSCaq
684,딸기,씨베리,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvICHFRf9BbRiKbAtCBnLml83fCBe83GYJtr@G9Xgc/x4!, 
685,딸기,원교3116호,"고정종, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1f4I1X5matKn1sgaqHc24M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=amFWBVCEAykJVXrXccIHgXZPaSqubRaPINEkojxfsEgRVMBXWwyGaEiNeKUzYypNLrDpPWObrIecafIASewCzUtTNbSMghibxWmD
686,딸기,원교3115호,"고정종, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvlwYGb3V03IpvSGYhm9q9oc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=enOVJvcWFYgdlAUuJyQMyKESvaAKZEzZpCRLloWHVjlqhYajvGYLaVUHDNpAZYcrDjLBtIUhVwwOtUoNAYYAtKiBXSpOYMpSdFKn
687,호박,유에프오,관상용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4jjuk7xc4FFUYHZBtKVbus3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LhSfkPoAIgPuJziBDhqgCuYTwSeYChUOOAVXMKvIOhIbOQNlupEUbaEkyLBVqKiXHyJQCMZKQKmlQajTlzrhhsinfwaQTwfEgYDX
688,호박,금초롱,관상용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIfx0OEH2Ag8UKMA2IwH5jM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=XBLCfAsAllPNQKQMdlaKfbMTrkCYZnujQHtcddkhjIupqlVIGLzhqmHVKFOKYepdYKWJlQcEJQZImvVPYUbmynMnfeYFaLRwLmBj
689,대파,원예27003,외대파,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIz5AyF9ILgR5JBse1Hm3Us3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=oqpkmFeCMTIuzyjsQuElPGHvoVmdxOFlWCKgPKDZfuBrSUZIiRXrgQzvwrfJKlOWsAshLWJwZcJksySnVcRNRRCxZFRsqUslfzPN
690,홍고추,불립초,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqe85A@Bh2WmoP0xk/Hzj1s3fCBe83GYJtr@G9Xgc/x4!, 
691,홍고추,자영초,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv05Ev9ptS1NAK5vizF2mGds3fCBe83GYJtr@G9Xgc/x4!, 
692,배추,원교20045호,조숙성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvFh4BSoI0jnInM7fTjElT1c3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=qfOmmKXQnUFSAWZWlurkgMriRxERzwtVnZNaevlpDXBjaHfhtEMotUgkuaFMQPQAFDwwBBXzMvSHBWUzkBPZOmALHLOtPxfuxknM
693,스프레이,비바핑크(Viva Pink),초기 생육 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnrA9HLV9OGOo/3u7kh2Nrs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LLiJsWPRWGIdirnidPeECetGuAdJkiCznnwHpvHOuWGdnAvecyZogxpnFNkQDHkacZxTUotheCJHXEzKfHbDHQoClhmQvhAenlic
694,스탠다드,에버스프링(Ever Spring),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvFfGsMn/qro5tjmjhrgO@7s3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=HLlblhAfokMvgEvntwwGZUWzAgvmxvAkmOSiVIBnNrsUhSslqCujqHOOhPXPqBmGMkJQWmyfxIiBUaOeMnPDypXlENbDkTKmIkJi
695,장미,블루밍핑크(Blooming Pink),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvshI4hedWS9qN5p9QvO7NdM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=XJgAZsxFVJJMxUjQQGALgBCEpHolfAulXKiHOLkgJVoFzWvorBIGNsEqrvZGsmiFYAcAtCnOKCFtfDfYSBjLFtNrPArMHWKMJJli
