,type,title,fuction,img,url
1435,맥주보리,다호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvp3MntbYpAfDcJJfMEkETs83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=YsidorVMGBgCNtHCdiDIugQEEbiKxhCZQwQuRstPmMvtOMwPLjtDmtfxXuhMRKKqsBSOqOnXiDhnMKuDOqwpCMocOxHNFvPNYgid
1436,겉보리,혜당,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvS/DTYNWeIwXNd4RqrdcK3M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LKqSWaooyISRAdUFSTxphSJyrGbLaVbcdLMdJwrWhhgovAMprXPPwWNeKAXSSeIvmhDUSrgGGiYaWDkuujHHiwPzUNufetSMxvDo
1437,일반벼,보라미,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvE9DUA/ALHbTSEeA1UIag9M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=UtlWgjJzAlvAuWcfxTEyHsHcTbYIEmtiinjPCvvNBQVRdxoAfJPIUkqGcnnZYfoXCEkjfbjjnvnBKmCaIguplNCcmKEWNgOoWsyD
1438,일반벼,중모1003호,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvox0fZYbwXHyLaS7I7Vufts3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ulcCPWMHbbueRqvEFeBaCdwOhQsppfaPXNdzEJDCltyATiKSUeMfIHFKAAuRYOgtpmGRIefNSsjqIwNBEcGZwIhpfvznbVoMuBKC
1439,일반벼,중모1004호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvA5YBLBVwNbFLEY6WgEa/mc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=DUNAyQdxIUOdJOVLnpVbPphOXFxNzbRJatUAeZvhJOiFLqYFvluAcOEYQkGoBKESTlserQYAJYPQLJwsuZLUbnbLerZvbRmWPfnn
1440,겉보리,보라찰,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3NZTPEALLRTLuRB4S7@kac3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=DTNFdyjEKyIUIsBGoVFuzfXErnUxaawjgZNcfxqVIQmqonwCqRcxmvcBTfTPthoyNKTdFYAbdIhaSzhabkVhdDzmXDLEETsuVMDt
1441,팥,새길,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4P958wI3I4T8U8SAhp0aA83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=UUoXkecLcumbFgzdTqIRmZbmoQgyrZucihaLbgaxxolYltMBJBfvxbpEnJZmGfGJqfqBTSuSLQgJORdvSrqcFXtAcPDrjkywuTsc
1442,귀리,대양,"가공적성, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/s@XIqPyqi04QsG7xhpibc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=zPKXGvVyzSdkuqVvirRwKKjikfDxKbyTUTwfUCTrTNJuvVtsotOCrAtzgIzRBilxuYMBSDbUnpyFvCQbhbJdgZwgIkBjpVXtpQVT
1443,귀리,조양,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvW7vzmR5Kp4oAAKdZFF12C83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=laARebLJnxFQQLOLJweEldVAtFUVOVxkSMYXgBEtebwgGPLEERAicmiNsnWAjRhlEcHTxSPpwaBsKLHrLWxuAcRGaPjbKEICKnIH
1444,용담,스카이블루볼,"화색, 화형",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvhTv/7Tcy1hx@GVNqpcpeUs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=DwQiSkHPfWwSjMRBdvyrmNYCRPYLYBNNDYohOAxmxShlxRiEXIRdEhrSfSBfvrtOdpjilIQRecKWspEPYEcDCmEbaPJOiefrXSgg
1445,용담,스카이호프,"화색, 화형",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGazRH0xDDnXxCCItXpTofs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ooiLbhaZCsEDmdDzZDXoRKIqUEkLDcMGhOUFNJWAMHXoGykdBPesnWmKHeRYenyzXJRHibEeNXqBWApGnYkPgltTacsgQQDJBRDk
1446,참깨,윤흑,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZNDSyCJbhGOA6ws56Qoqks3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ICdqLgIweYKYTRUHGZOqeysXMvyCKPkwRyLOCmvzlpQLNuPWjwTxwxQPGoyTFdLthknEhWNCLNVdbThARHLAeeLxjmewhvnvkAbm
1447,호밀,이그린,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTu3YUk@gerXl5VvErOSzTM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=whxGiYBaaGCummkuNFKHBQgUKOilqpgsqQPUTTPSELveLEmCwkmUdSlaMFhnCcWFBtZDOXVkVJRmVwcJPFXQmVIiJOkbhiEXLAMp
1448,딸기,고하,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmuiv3JPOnt62pwRy4hJSic3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=QkqOVpAgIqSFjfqgnXpjPulcErBpJrckgxFisXNcTzdUUKEPvLhwzgWWPQzbpRATIqssqNWUKxFFkwBjhNwfoKMuixtByPyqYAcp
1449,무,원교10038호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv6yM3w9Y/rlOXjo1MB1SH1M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=iMniFMxzsHxAJGqakIdDrKdAHUXLlGBJnXJrNbzzEpoTMPbDmSRiGXwROWYOMDzTpKLHYHnsNLRCDGrITVRJDWyLpSNGKiauupWj
1450,톨페스큐,그린마스터,"중생종, 내병성, 내하고성, 영속성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/uPHCojHCh8fAwlgol7o3c3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=AcwBKMCkmqRvGShOCrBKWBUpngVSTvHHSxxBorzkPFuXbZJXRRjGzrvgnfpZdziUmsdkEmHfHIyptpIbRZelHgHhBFelyIOmvDdM
1451,백합(나리),핑크레이디,소비자 기호성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=xTYOzGhJoNDNbqytvKhnBwLJJilIdPcFNqNzSXApsWhhwfofdauByzOZctXSRzOoIvXGLVEvUxbFKwiMgIpBRPWQEkfCEbpAZpzy
1452,콩,소청,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2wBach@qlm2vVAZqLkwRW83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=enBzMYzcheJcjpjcOxetfVuycmHQyaImSCXMdKmuTopLxIFjQzLmvxscerHTxpdytqLzdQeLfaBSkmkRzXWvYVdZPlAATceYGiwx
1453,완두,대협2호,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvkLPAm7k3Bi9glKyR7fh6Js3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=HRUgdXhqEhjieIxFTygbWBwEqozKAPVJwdFtROTwavMsyjhnHntkxCMqfhVHfpWpJOzUAiYinuSsVUOmkZEmRZYGQlKEgbUTDtXK
1454,콩,흑미,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZh@OZxFsVihiXEct83JMpM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=FBzbSlLDYFEkwydBKWvFOWRDClaOnOGCBZjQxYXFonaepJaqqkdvFGcLHciOmotfDSBovUpFROkAPBYnBMygrAUigpMFWIBvkyYB
1455,장류용콩,만수,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoZLT4xgwZArQxVtQX9fnBs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=qOFecyFLBJdBKaGuAxHvbpDuMYqkXiVTrdYfMSJZjImvuWLwHyoUnEqGnxoLLlRfEksONBYjzSQkahgjYXmYqEytiZWDQueFMwXk
1456,여름감자,서홍,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWy32TYaQa1zCtQ/2Pp0WEM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=eiAVvPbZnsirkdgjrQmjqUasUwLxxEhtBtAhuAJjrsxIcKZEJZoepcNQrVywzCoiKaPCQPpVezvfxLMrCwkeMFzXcvgAbPqImrTw
1457,여름감자,고운,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVlh8OO8QywtDQY6CyUboYM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=QQIBuKfMcOcYqzfMYWFEGKuOXzmdigzYwCCsoRtSqEFpHONFVsDtYrpZTQLRlwwkVSYCgdZoqLdyROFsrIGIZcdWzFKeFNqTuVxV
1458,스탠다드,매직핑크,초기생육 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSZqP7cib9ZwWN@woPkfG5s3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=QdCgZLvYsiCCjViQSWJMDpbLjfZdUreHlytkNbdMDejYjySvnWptLfKURBYbOBDFgcSxELdKmAdpXVBoRzOyFbIpTeCrhdqWPHeq
1459,장미,화이트크리스마스,절화품질 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvC9j9JiJAgg7n1VoEidI4es3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=vMpmmcVBmRynRUdxEARpuKWYMZvRFfMNodzuMFSCBJbsKEZPCiNetWVmpAMVmmrFwrHXfkhlrPurKTxjtVjoWJhTMqGExirbWoHB
1460,백합(나리),핑키스마일,화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0w0nFyOATD5F0lRFkRz/L83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=zfmAWuiVIobLlRnIFKwuasRtxqPpCwOmjYqkuDauwPVWKEYTOGNvWMUnWRspzrEneDLrSKovwXaVKfOFGCGhGkvNOYVHMgiQfmcU
1461,백합(나리),써니골드,화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvHK8Z6uoRn/krT3K1WU3SzM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=nWqTjIsdHjvHueEriWQNpRdQZblCRpFpaCKPNpXqAmfdHoXZRbmXUiIJPKErAXVkPXbodbaclfDXOpSNyVZKDyCNwdhgYFpevYKl
1462,백합(나리),허니보울,화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lva6@qAJ0oHXPoBtnDPPyyXc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=TGJeMpmaRtlzhmgYaoxhgOwvKHQQxZziUNQycErzTAvFpUgWmZijxBNhLkwhuSJGEkqnRmZBjofVOblPpilYKbwEMxSxeZWjyimu
1463,백합(나리),체리핑크,화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZAUKJDECFMlJ@DWg7QAPJ83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=edKpjdEOpYajrnEwNwPSCPmduVsbWMMZSltbJLJzyCEsvKIwqHXWdlxbCgregQSlpJYvGtEDqkVfeyKhVvZrlLbDHgeuwOfjUIVM
1464,스프레이,휘트니팡팡,개화가 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSAZIov2@296F8BS9ov3fHc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=yXaGcLvYpCBwzhMmfuUpxoiSJHPqbJPvYZHDcsNHuylyzYeRpkfICWvrgDYePMLZGWHBouRrDltZsvHqbqbzqZCXYXuyKgYyqsOI
1465,스프레이,써니팡팡,개화가 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZUorCwBkaTmqNXFG0vbvLc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=znpLKnrZBMtIxUvieFMiGIeRgJcPrBaSlRTuOBRIAavYGALbGFuTqkogEWmnRDHzbtffwPQWkVnlGKRSIMpCVYemOGVolRpLWput
1466,스프레이,핑크팡팡,개화기 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvPCpRy7IORkoBHeo2leYBeM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=mylknXnDqCdVGBZxrcOZwMnVSvKVVPCzRCButWMfjwvDQPCkzrXvRTDSoLBoeFlCYeWyboZRmFBVFfjoUvXmIbGAcMdHXHsGTEgz
1467,스프레이,플레져다모르,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvpuefxUsyD9FqEJLf3ufQ3c3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=HdDcgbnEYKJFMUbnlGQtIjzdPKooLdBQzTKBHVtFLCmxqYmEoGYFCVeeJJAbcsNYmHwUubJfwsPfTgFmIxrzvuHKgaSeMYkFkTom
1468,노랑느타리,금빛,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveUP7A4pCiOogXK3cTgn@3M3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=WrqCmRcLeMGAOMiecpHQlbheSoXkQxmMmOcNKDaXeTuXgIFmsMbuZOogulfHmztOQctKJjlaJqcbHGebyJnYYWNJAYvlqjisUsZj
1469,스프레이,오렌지메모리,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqrS/t3SxjJZ6XIGc3F4zms3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=IdGpLeiISeESUmCPEErtjutQfrHLnNdqDWgrXBwgNcIkmppZWIuiocRGvVkEmGeGCZETFSwYFFyglpZRBcEQogKKUhpRNrkJWBLJ
1470,밀,다분,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvO106cHb/n6C/RQG/TjTxBc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=oZqkjUKPyoelmeFSlURkGfeCrebErSMiFSPfsSNQRggZWpagpNmcxjLWyNIDlXvrOiwVsKBgCwaxaljnFSreGtstdDBCcPzyUjCH
1471,스탠다드,핑크스톤,절화품질 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTFd8zJaqRzZaxMGOc0Kzd83fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=gtvWNqsiDXCCIplEdYtFujTjKVrzdGiPONnUPmwvaKFeoEvuzzeQqYIWIwVSrHAsbGWpGZNQuWAsSKfrQEdhLfGVuTVfrTtSImVB
1472,스탠다드,모닝샤인,절화품질 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvk3EqyV8z6FhwI5GboKZKpM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=PyDxJImOjIHaEkNDstsEUtmPzImkBYyeqbxmTBVahQeDcvkhTmmovyARVLWTEIegKDKsNcuzaXFmseZfrsbRjDkDayOICnCbRnqL
1473,배,수영,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTL8RtDvptFQuNH9XkM@rLs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=kIEfLSgZgMFhxBZSKjoRunLOkwbAVsqLEnwGKPXnzVWxNnUKZdMjAOOLCPLxwmtUHoYZGyaxjcePQWVbwRpCyZuNymCYAwTdTwMf
1474,사과,홍소,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvPLzaeoRj2zFjvYcTJG1SNs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=NFmUEbrZqFzaWwrVMoDIBMllRoByvokdHXHjwtFWAzlmrAwnJPcuIboCBeyvFvHMdsmonaXWfmcauHtmTZNWgYBBQhzDeWKAvQuS
1475,스탠다드,피치푸딩,초기 생육 빠름,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmzzRTfTC7Gmb5mtAFVklfM3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=kgIeHgnSMgSbVbvuloNPIbZwdPoprZpsYoiDLkbHzlWMRhVzNEcEpAdcrJDfhMAUuHPNvpOZmDSSuMmHvWVCjanWQXaHOWhswXOQ
1476,겉보리,혜미,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqpIoLlAijWsKYhemv8wytc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=qcMWRsLeurxGDrBvwrJNhxfVLdzlLMQaAIAlahahhevrXxEFankBWorfOXsVWYMnCaVFHhwptodmqlwaxUjmkKJoFiwVoKnicJug
1477,청보리,소만,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJOdCOKytYu4OBgb8CTzwgc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=eYcOPmPJxqPTecuRdRRXoYmXHlvbAurVfYIqOjbGohWOFVqGCOsHguvKXwPebcdiZcZUlKvhtQqzVySDiuNqbGcjnyswyGJZPyAy
1478,쌀보리,황금찰(SB942090-B-B-B-42-1),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvY/ElA3ik8TEKOpPnU9aE083fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=vuAguIUndzqLjjkPHUratgUHEmimkyOzoFDsrNUEvxRoTYrKuDFhyPtSkBlgdXcdVcdYyUpQJzmlIrNpTcEpBDhwnGpDkaMYVYph
1479,청보리,유연,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI0uuH/jrwEg6v2708xvMCc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=LGmYaBHBPdCpACbZPhpbGroGICgkQgMuGUUrOPNqadwcTjLbkgvaHeVtyqxxrkNEvFTfFGgWrUKmoGgdoMBiYnFXqshUzthCsRDz
1480,일반벼,동해진미,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvlJYQHs2EnjEZCmRPDU4mvs3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=ZELXfaXKOEvXtsgowwwimDNDkTPFuLWidqLNVqvWjsgZqODpphOnoZaVnBkqWKMZxyUyIXrOyWEMKnkqmObhQcHuXetpgavonCTt
1481,맥주보리,오름,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRN/WAYXs1cKB6MFr1i3atc3fCBe83GYJtr@G9Xgc/x4!,https://atis.rda.go.kr/sys/file/extrlDownloadFile.do?fileNmOpt=N&extrlAtchFileId=RaduLVInkfoYvEBflfWulndFEWAUTcjgwsLGVwsfsjzdPFviCQPUpZjZAQtSacOgklzQnPjLUToZlIXFXgkAAldBbtUvcnyiJZot
